"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-1.9379,5.0439,-6.5863,4.8765,0.82252,-1.9864,-11.1913,8.6882,-9.0912,6.3039,6.1727,5.0297,2.0875,7.0677,
-4.4729,10.7668,-2.5759,10.6093,0.53197,8.0145,-3.0485,4.0693,1.336,-2.1488,2.5481,4.9686,-8.8842,8.8131,
-0.83034,10.603,2.3996,11.4192,-2.3922,2.2317,-6.7217,6.7179,1.7385,6.1751,2.3955,9.9734,-16.5456,10.6946,
5.0041,9.0029,8.0402,10.734,-0.32051,1.6156,-4.39,7.2787,3.5624,10.1429,3.698,7.4468,-16.9991,8.1248,
2.2937,7.0165,11.4142,9.6081,-2.2295,4.8929,7.9247,-2.799,2.3843,-2.0348,-4.2367,2.6616,-19.3537,5.7091,
4.8074,2.9801,13.3804,4.4521,-8.6034,-4.8007,2.8697,5.3229,-4.2665,10.3795,10.1175,5.6352,-10.7204,0.78703,
-1.9888,-3.7066,12.8185,2.0155,-3.5077,-0.89722,9.2052,-5.3605,-2.3235,-4.3432,-4.5895,-2.6569,-20.4413,0.98054,
-4.0386,-4.6891,12.2909,0.20739,-1.1281,-6.8689,7.93,-3.8336,-2.907,0.85856,-4.5551,-0.81024,-21.8659,2.6094,
1.2652,2.0997,8.4197,3.8104,-2.2657,-11.5185,3.3566,5.7962,0.88263,7.7967,6.5642,3.3355,-15.0108,0.28344,
4.5635,7.2764,7.9147,12.2588,2.209,3.1524,11.8321,2.5561,8.0607,-6.6506,-0.5783,-0.23885,-16.0383,5.5689,
4.7716,0.091146,7.9218,1.8821,-3.7083,-3.7857,1.9631,2.8847,3.2383,3.8713,11.9894,-1.6708,-11.2196,2.3422,
2.0752,2.978,3.1082,0.80509,-0.11159,-0.66601,3.7736,-3.073,5.9365,-1.6632,3.0754,2.2863,-15.3667,9.4325,
1.4687,7.62,-7.2017,1.2387,3.752,-0.62605,0.17268,-1.9243,-1.6505,-5.9021,-2.8937,1.6667,-19.7474,8.8666,
2.3449,5.2346,-8.6975,-1.2457,3.0444,3.2679,-1.7659,0.11937,-2.9973,0.71895,4.9926,-3.7355,-12.7779,-0.82401,
-3.5806,6.3666,-9.622,4.6138,0.45188,16.5694,2.6786,-8.5647,1.0387,-11.8574,-9.4069,-7.3679,-19.2419,8.3842,
3.6241,11.5282,-2.0548,4.578,-0.29859,9.5492,-10.2565,6.0492,-4.0853,2.5923,3.5705,-0.41793,-13.5081,14.8711,
1.7195,4.3286,3.6121,-0.7584,2.3709,2.9507,-5.5438,0.26291,0.73959,-0.6967,3.5972,0.33005,-9.5641,8.9171,
-1.2758,-4.6078,4.8417,-8.9076,1.2643,-5.421,5.3941,-9.8758,2.6234,-2.5831,3.3814,-1.6179,-6.0977,2.1156,
1.4518,-7.9466,6.7202,-20.1836,0.46542,-12.5677,5.3118,-5.6679,-0.66714,0.70527,11.6145,-8.9928,1.2577,-5.4833,
-1.5275,-6.0239,7.2812,-12.2238,3.8118,-2.1728,11.2595,-5.8099,8.5313,-7.0499,1.2766,-7.489,0.21799,3.5227,
-1.6772,-5.9033,3.2288,-4.0187,-4.3707,-7.5859,-0.26223,3.9386,4.8866,7.4731,13.0102,0.91418,1.4101,3.5524,
0.35176,-0.72877,1.5887,1.525,-0.25221,1.0641,1.6818,-1.1181,1.701,2.3244,3.0707,-3.4793,-6.8693,1.4107,
3.7051,6.0639,5.3502,7.7002,0.72725,7.2667,0.61658,-1.051,2.0808,0.73918,-4.8263,2.0321,-9.3497,10.0032,
4.2057,4.4947,5.2699,8.4435,-6.7882,-2.0871,-10.2664,10.3402,7.9815,14.7948,9.5633,10.8282,-1.3167,10.6083,
-0.86689,4.707,-0.83106,9.3827,1.8138,8.1613,0.47267,0.5608,13.7696,2.4582,-0.049309,3.9116,-6.5406,13.3458,
4.2466,4.1838,-1.9858,3.7585,2.91,8.8766,-6.5453,3.6604,-0.31318,3.5158,4.0512,1.026,-3.0144,9.8942,
4.4739,5.8608,1.0256,3.0511,-1.6027,10.2725,-11.455,1.9948,-2.2224,-0.55131,1.8802,-0.96399,-4.762,5.4439,
0.83082,9.8477,1.4458,8.6523,0.42147,11.1022,-5.4653,-3.9097,1.2852,-8.2312,-7.8738,-4.2804,-13.1531,8.0096,
4.1557,7.8108,-1.5332,5.7231,-0.56792,3.6873,-10.9222,1.6277,-4.0943,-1.4706,2.7217,-5.4696,-10.9177,2.2266,
1.496,5.4137,0.96912,3.9334,-0.051678,12.6249,-1.59,-2.3266,1.4538,-4.7566,-3.2264,-0.80332,-6.8886,6.4311,
1.8881,1.2325,7.1775,-4.9794,-1.0129,5.6009,-0.048343,4.0795,6.1868,9.6288,10.4646,8.8859,5.0943,9.9016,
-1.5994,-2.2157,5.3008,-8.0549,1.9402,3.8188,2.3649,1.9068,12.0823,9.4125,8.8726,6.4247,3.8246,9.3077,
-5.6008,0.086425,3.2955,-1.0639,1.1008,9.1333,6.8023,-0.37676,4.368,-3.9267,-5.7598,-0.46823,-6.7692,11.8828,
-2.1315,-3.052,5.7491,-6.0617,-3.5447,-2.7429,3.2609,9.0461,-9.1507,3.781,4.8297,-6.4659,-2.2655,2.2519,
-3.4498,-0.45877,8.2967,-0.39562,3.4169,3.6884,15.1168,0.79008,1.0393,-10.5459,-6.0654,-9.4524,-2.6115,2.5988,
-3.0017,0.77382,6.1114,4.6896,0.078144,0.81534,1.4351,3.394,-2.1563,-3.7671,-3.5321,-4.7877,-1.7321,1.7197,
-0.89359,-0.71864,2.3705,2.4802,1.0376,-1.6435,-3.9534,7.5289,-7.3294,1.7613,0.53599,-4.9826,-0.18172,-0.3119,
-2.5272,1.4936,0.54107,2.5724,8.4471,5.9269,9.0583,1.5336,-4.2385,-9.1906,-6.0036,-3.9607,-4.7506,5.7324,
-1.8932,-1.0061,0.5086,-0.95618,3.602,0.75061,-3.5368,5.2979,-5.9124,0.51985,3.9975,-3.2407,-3.9834,-3.2882,
-0.81549,1.4646,0.96025,5.3677,2.9037,9.8648,-2.3605,1.6058,1.191,-9.1521,-10.3423,-3.0465,-10.0109,0.76569,
3.5718,7.6433,1.3846,6.9738,-0.64454,10.7187,-2.2189,6.3297,-7.0751,-5.2285,-9.6013,2.439,-12.7847,10.8426,
5.2852,5.2565,2.2654,0.77082,0.358,8.6294,-3.532,5.468,-14.3639,-2.9871,-2.7587,-4.9382,-12.5,0.068732,
2.076,2.0486,5.022,-0.23975,7.085,8.594,4.3927,-4.501,-5.3069,-15.3409,-10.7879,-11.8728,-11.2676,-4.2737,
2.1927,-2.6534,5.9257,-6.2507,1.1165,-6.0216,-4.3063,3.2406,-3.3015,-0.32041,3.9594,-7.0628,-0.70961,-7.1505,
-0.10807,-2.2537,5.3292,-1.7783,5.1469,-2.6478,5.834,-0.56925,2.4402,-2.8322,3.1189,-6.3981,-2.354,-0.69597,
-2.9939,-1.6363,0.6709,4.1132,5.8021,2.3315,7.8943,3.8035,1.8121,-3.6264,4.3783,-3.1219,-2.695,5.6125,
-3.7785,-0.091763,-0.8155,5.7945,-2.2586,-2.1466,0.18971,16.5906,3.6315,5.2682,15.6846,-0.52412,4.2155,1.4193,
-8.3721,3.77,-0.2843,12.6773,-4.5334,4.731,2.1066,9.8107,7.752,-1.7967,1.2463,-3.3851,-2.3043,4.7087,
-4.4956,4.026,-0.7494,11.4348,-7.1537,-2.7837,-9.5892,18.3808,3.4303,12.4111,13.7048,5.013,2.6547,7.8004,
-5.6721,5.2307,0.25943,11.2308,-3.8324,0.27564,-4.1931,15.3498,8.5271,13.4741,13.3645,9.0505,3.4595,9.7425,
-4.6086,2.2655,3.8595,10.3158,0.49515,0.017907,-2.2545,9.8493,7.7743,6.158,12.3214,7.3024,4.457,9.3991,
-3.609,-9.6805,-1.9157,-1.149,-2.1857,-13.7215,-16.2192,6.1255,1.2825,9.4041,14.2339,-1.5716,8.7691,-2.9752,
-3.3924,-3.7973,-3.2468,-0.11593,4.2122,1.0813,-5.7256,1.4192,7.9545,-1.283,-0.59989,-4.8518,2.4584,0.5778,
1.3904,-1.4003,-1.8471,-7.581,2.2718,1.7393,-10.4437,6.8777,-6.2616,-0.48313,7.3898,-6.7298,-2.2689,-4.0366,
4.6816,1.576,4.0485,-5.6799,11.2948,7.4198,-7.4068,1.1626,-6.85,-6.7209,7.4286,-6.8082,-1.1682,2.4723,
-0.9019,0.03565,2.3593,-3.4109,9.6532,6.9746,-5.998,-4.2098,-4.5108,-6.7996,0.71638,-1.579,-2.0624,6.1808,
-3.7403,-6.7156,-1.1567,-8.5089,3.289,-3.567,-10.4589,3.2736,-5.204,5.6595,11.2782,0.92586,1.4356,-1.4213,
-5.2029,-0.76907,0.60019,0.91948,11.5275,7.0113,3.4253,1.3897,2.5798,-5.0442,2.1661,1.1115,1.1085,9.9924,
-2.4804,1.6874,0.56395,0.38237,2.641,-1.1226,-4.9754,8.537,-5.7699,0.078969,8.3024,-3.7761,2.488,3.1261,
2.4892,-0.34201,1.9764,3.2522,2.001,-2.9832,2.0723,7.5433,-3.4951,-0.4077,5.3941,-7.8874,1.3748,-6.7024,
-0.31195,-4.4191,-2.2398,4.2617,5.0138,-5.4555,9.4195,0.10058,-2.5627,-4.9628,-5.2936,-5.2452,-2.3233,-3.649,
-2.9444,-3.4309,-1.8643,0.87258,-0.34863,-11.636,-5.2457,10.4585,-4.578,9.435,9.124,0.1308,3.3598,-5.5995,
-4.9371,2.3187,2.345,8.7741,0.87769,3.1622,-1.4364,8.1439,4.6144,-2.3388,-0.22101,-0.60029,-2.3853,1.244,
-1.7483,0.25135,1.2404,6.8018,-2.0675,1.647,-5.6881,8.1377,-3.3752,-2.1985,1.2385,-2.0101,-5.1342,2.1337,
1.9718,3.3695,2.853,4.7063,5.5286,5.1634,-0.76778,8.8545,-4.3778,-1.8254,3.8155,-4.0589,-2.1753,1.2826,
-1.0388,7.5059,2.1997,4.9061,8.0892,17.3873,3.6168,3.9846,-5.5611,-8.9465,-5.5722,-6.2252,-3.4908,5.5442,
-1.4584,3.1992,0.13926,-2.6194,1.3368,8.1489,-10.5797,8.5658,-13.4226,1.2308,8.7414,-6.3343,3.9493,0.87273,
-0.88875,3.4894,-0.35057,-2.9441,8.9696,9.5884,-0.30348,-0.625,-4.4223,-12.3401,3.8784,-5.4719,1.3022,1.7849,
1.5747,1.3518,-0.33,-5.1776,11.324,1.7822,2.6068,0.85876,-2.2288,-4.3689,9.9126,-0.80525,4.1166,-0.7323,
-3.0993,-4.2731,-1.5153,-3.6619,6.0646,-1.9404,-2.6113,2.0123,0.55625,3.3648,11.4868,-1.962,7.0028,-4.7859,
-4.8413,0.32181,0.022146,6.6809,5.219,7.8173,-1.0084,1.8918,11.6103,-5.0315,2.1207,0.56608,1.2802,6.5887,
-1.6585,-3.0717,-2.8715,-0.46859,1.5316,-2.293,-11.071,7.0807,0.79058,0.090372,8.7422,-1.3963,-0.24307,3.3006,
-0.59493,2.415,3.5671,5.8263,13.0087,9.8959,3.6933,3.7636,-5.0417,-4.2531,-4.3156,-4.2048,-0.71065,5.9949,
-2.9696,4.6805,2.389,5.9589,5.9619,9.7843,2.869,5.9481,-13.416,0.82253,-3.5745,-8.2906,-2.114,-0.14919,
-1.8273,3.9175,-0.64665,0.78061,-4.0371,5.8231,-6.4619,6.5553,-5.8624,2.2192,8.2089,-7.3115,-1.0231,-4.9607,
-4.3692,3.4414,0.11551,3.3851,2.7127,14.3913,3.3258,-3.238,0.99729,-9.2421,-6.3836,-1.8111,-2.1665,8.1109,
-3.1425,-1.5855,1.0727,-2.6026,4.4783,3.8871,-3.14,5.6332,-8.2214,3.3637,3.0384,-0.73835,7.1222,3.7681,
-1.0258,-0.52606,1.0083,0.44586,9.5123,7.9922,5.725,4.3313,-1.4616,-6.4791,2.3737,-4.5504,7.1768,-2.7245,
0.24083,2.1564,-1.2216,0.65984,8.7003,9.682,6.5866,0.45577,-5.4714,-11.6342,2.9544,-8.375,3.613,-0.39209,
4.5645,3.4735,2.2259,-5.6463,10.1067,6.2088,2.3348,2.3568,-9.9636,-9.4896,7.5976,-15.5853,4.8422,0.1136,
0.67519,2.5417,2.8157,-1.2099,8.295,5.1129,8.2202,-9.1132,-9.6073,-22.1771,-6.9582,-19.2297,-9.5483,-1.5804,
7.3838,2.8714,7.4673,8.0215,0.56672,-2.4245,0.4964,0.11091,-17.7072,-6.7465,-2.8048,-7.4704,-11.506,-6.788,
2.1201,2.6991,6.0549,10.9147,1.9785,3.5056,-0.015319,-6.6447,-10.3783,-10.8005,-7.9392,-5.5763,-8.8875,-3.0068,
-4.2736,4.4653,5.6916,8.8135,0.89594,3.7772,-1.4607,-6.7279,2.2955,-9.6705,-6.499,1.0248,-4.0159,7.297,
-1.1252,1.7873,8.2426,6.8389,-4.9424,-3.6798,-7.1576,2.8348,-2.6625,5.0097,7.3888,1.4457,-1.8463,0.59267,
-4.1909,1.4389,2.6862,11.0076,-0.066333,5.9407,3.636,-5.2893,-7.0822,-2.4012,-0.52659,-7.5594,-7.7613,0.79785,
-4.1807,3.0395,-0.12586,6.25,1.6246,3.4149,-2.608,5.8741,-3.5241,5.6968,13.605,-1.562,5.9605,2.9194,
-7.0631,1.1701,-2.2877,-0.15073,1.286,5.3794,-5.1028,5.7629,2.7127,3.668,14.5966,-0.74512,6.326,0.092881,
-3.9877,2.7872,0.018728,2.0275,3.8604,11.5646,3.1575,2.2836,2.7914,0.79683,5.7671,-1.4233,2.3311,5.149,
0.34865,0.45055,1.2227,0.2186,4.3519,4.3625,-1.6117,5.7618,-1.9556,4.8461,19.1592,-3.0254,7.735,5.0808,
-1.8414,5.0033,0.90834,3.8207,10.1163,12.0545,5.9571,-2.0557,-1.1154,-9.5446,3.9096,-4.5311,-1.1652,5.9812,
2.1254,3.7387,-0.11003,-2.1931,3.7247,-0.23792,0.29701,-2.8962,-10.2075,-9.5746,1.6266,-6.1874,-6.3979,-5.4649,
6.0955,1.3455,5.44,-3.2666,3.2601,-2.3926,2.9305,-6.8201,-8.39,-12.1334,3.216,-14.2521,-5.2909,-10.1984,
5.7298,0.78236,10.4162,3.1963,5.475,3.5356,4.2009,-7.3747,-7.4042,-15.7437,-0.35096,-15.8071,-4.4911,-7.6583,
8.278,0.25349,8.8269,4.9328,1.7721,-4.3893,-6.1745,2.2263,-5.032,-0.69907,13.7701,-5.6998,3.4907,-9.127,
-0.41334,1.6845,4.9233,7.0469,-4.1188,-0.2696,-3.3934,-5.1376,2.501,-2.2236,5.1104,-2.9475,-2.5029,-0.38423,
-1.1117,2.7885,5.351,4.4547,-12.3076,-3.3867,-9.6975,3.6065,-5.1211,7.3095,13.7216,-1.0836,1.2625,0.84342,
-0.56281,-0.27107,1.6553,1.7775,-9.6412,-6.0758,-6.2236,3.8723,-2.4035,8.7994,21.5752,-2.4647,6.9716,-6.4378,
-2.6984,-1.9418,-0.61296,1.9116,-4.0012,-1.6141,2.5859,-1.9039,3.2841,4.1739,19.0756,-1.1117,9.6865,0.45619,
-0.12617,-4.7178,-1.0583,-8.8081,-8.0995,-6.3375,-11.6692,5.9231,-1.7332,12.1181,30.4646,-2.0089,15.3718,-3.9095,
-3.0109,-4.4347,-1.9589,-6.3512,-4.2391,3.6837,-3.136,-4.0732,7.5298,-2.709,14.5367,-4.2989,7.7006,-4.1573,
-0.41988,-4.1689,-0.39537,-2.114,-3.503,-0.39393,2.8369,-3.8291,-0.15301,1.4304,10.4105,-1.6306,5.7926,-1.9795,
0.56941,-5.3648,5.4132,-8.2539,-2.3283,-0.37006,0.25636,-4.563,-11.7128,1.3448,11.2319,-5.8714,4.9628,-6.1992,
0.77621,0.018777,12.5602,0.19553,5.2832,12.4266,3.8564,-9.3509,0.3182,-11.0284,7.4245,-1.9037,5.8704,5.5009,
-1.6807,-2.8746,9.3962,0.66596,-4.675,-0.85226,-8.9082,-2.5231,-2.1113,3.6129,18.5484,-0.34294,8.4104,3.2429,
-3.0259,-0.2918,11.7247,4.4822,0.42601,9.8039,5.7263,-3.3358,-1.5024,-0.46007,7.7948,-1.2865,5.0135,5.9406,
-1.6393,0.93077,13.1906,3.9725,3.5342,12.8309,6.4673,-2.4125,-9.3662,-1.6375,9.0141,0.47772,3.9896,6.3073,
-0.5766,-3.4634,11.4349,0.35969,-1.4986,2.902,-4.5261,-0.82149,-15.071,-1.5393,14.2578,-5.8175,4.2321,-0.82005,
2.3503,2.0468,14.1235,5.1586,-2.8547,6.5845,5.3867,-5.1107,-6.4535,-12.5339,-0.094758,-5.9506,2.5322,5.9778,
4.1372,1.4418,15.204,0.99246,-8.9502,-5.8619,-4.0953,-2.3937,-6.5487,-0.69489,11.4799,-1.7369,6.7188,-3.5396,
-1.1725,2.5609,19.3537,3.5842,-2.8698,0.5156,0.72992,-9.2398,-6.3967,-9.571,6.2116,-8.1404,3.6643,-7.9068,
0.10296,3.1303,21.3257,1.6822,-1.0101,1.6897,3.8194,-6.0345,-16.377,-14.5406,3.1875,-12.2315,2.2394,-2.3709,
8.2919,-1.8782,21.492,-4.2036,0.01434,-8.5346,4.5541,-0.3698,-12.9841,-6.9195,15.0478,-9.5694,10.3002,-4.1569,
2.4918,-5.6219,19.2386,-3.4692,2.4236,-7.0586,12.476,-13.845,-6.9026,-20.0019,0.64761,-13.816,3.8972,-3.4255,
7.4037,0.25881,25.5559,-2.056,0.59119,-7.8402,6.1836,-2.1682,-16.8525,-4.7018,12.4187,-6.4793,11.6173,-1.0506,
3.8262,1.9303,21.8531,0.23678,-2.5775,-4.7184,2.6793,-2.7613,-16.5645,-5.5043,8.5403,-6.8137,13.5716,-0.74636,
0.94535,2.0557,16.9267,5.766,-0.73589,-4.6765,2.2778,-4.7645,-12.9193,-11.1993,7.7871,-5.6817,11.0703,1.9497,
4.5036,0.24509,18.0803,5.179,1.4774,-8.9757,0.45348,0.10063,-19.134,0.80036,19.1296,-5.0999,12.5748,2.5552,
-1.551,0.23061,12.175,6.3143,-3.4317,-0.72413,4.2829,-10.5105,-22.8065,-13.3477,3.8818,-11.5425,0.25137,5.7766,
0.4705,1.6628,8.5522,2.0788,-8.0463,-1.6448,-4.651,-1.203,-24.8123,-17.2466,2.8057,-13.2603,4.0924,1.0914,
-0.76302,-0.12419,11.1726,-0.69698,-0.091699,1.5874,2.618,-5.7101,-17.78,-23.2014,3.3603,-14.6339,10.8368,1.7493,
-4.5736,-0.11674,14.3586,1.273,-1.0501,-0.43604,5.353,-12.1164,-22.4977,-24.7014,-5.036,-15.2017,9.7046,4.0545,
4.1369,4.9519,17.5944,3.8482,-6.0487,-5.9535,-3.4039,0.42073,-34.4043,-17.6759,0.3278,-18.8691,5.9893,-6.0707,
0.032093,3.6903,9.7901,5.0633,-3.7579,2.5982,2.5847,-12.6202,-38.607,-30.7154,-13.7919,-27.8603,-6.9038,-6.671,
-2.6212,1.2999,6.5514,2.1082,-5.2194,-1.1729,-2.6318,-9.6936,-41.352,-27.065,-10.193,-21.6094,2.9102,-1.2089,
-2.2229,3.873,9.7732,4.1509,-5.1472,-1.8254,-1.751,-5.9785,-38.6299,-29.0565,-14.1607,-22.9641,2.9766,1.0328,
1.0437,5.81,11.8382,8.4814,-4.1152,-4.8496,2.9335,-9.2354,-35.1071,-37.1953,-24.6395,-25.2015,-8.048,7.4786,
6.0425,5.2202,16.1898,9.1775,-8.4478,-13.9584,-6.1603,-2.6555,-30.3493,-20.8635,-9.0611,-20.5561,3.7633,9.6812,
-2.2738,7.0766,14.4955,11.2784,-9.6282,-0.82838,1.1992,-12.3781,-22.5026,-30.3371,-9.1199,-21.0098,5.2247,12.7157,
-1.4142,6.4108,11.4564,8.9143,-9.7736,-1.5018,-2.9703,-0.78893,-23.8035,-17.6706,0.34562,-10.3492,8.0445,14.6041,
0.11691,3.6161,9.3227,5.9693,-9.1872,-10.5707,-6.1666,2.6324,-26.2319,-15.6465,0.80681,-10.2104,7.0799,11.3173,
0.59183,8.7018,12.6198,7.5393,-6.2254,-12.8285,2.8805,-4.7564,-32.3708,-28.8077,-13.3416,-16.3464,3.7626,14.4951,
9.4744,7.9382,15.9599,3.4715,-2.7188,-22.4232,0.056132,3.0008,-37.4184,-14.6664,1.5589,-12.7143,16.3113,11.4558,
2.8801,-0.49158,6.0845,2.5401,-1.8326,-17.4626,4.1503,-8.0253,-34.4502,-27.8865,-6.7296,-17.4951,7.861,9.5633,
0.77915,2.4304,7.6476,6.2441,-6.5429,-15.4505,1.4912,-5.1332,-41.0598,-31.154,-7.2897,-18.3733,1.1228,8.5076,
5.5531,7.1049,16.3478,7.7976,-7.1146,-14.0415,-1.4908,-4.8256,-40.5246,-23.0183,-2.032,-17.7533,3.9475,4.6227,
4.4968,7.4017,13.6799,11.9093,-5.0008,-13.4402,3.1782,-15.8641,-40.7445,-35.7372,-16.0101,-22.7137,-4.7252,6.9967,
11.2169,13.947,16.9565,18.1846,-6.3879,-20.5876,0.81832,-1.6558,-45.2895,-33.9546,-14.929,-24.9663,-2.2726,6.3359,
6.446,17.6895,18.5902,23.601,-9.1381,-16.2188,4.3846,-5.6543,-43.2955,-46.0173,-22.9513,-32.8683,-5.7516,7.6425,
6.3005,15.9054,15.7878,22.4262,-10.2769,-21.7534,1.4702,-9.8946,-49.6156,-42.1717,-22.7793,-30.6552,-2.7552,9.3533,
4.2352,7.9612,7.8506,10.7163,-8.9369,-32.2586,-0.3052,-14.844,-56.5206,-40.8465,-20.6897,-31.9492,-0.90266,2.2847,
-2.2854,7.0016,7.3796,12.0015,-8.8831,-35.6255,5.4977,-18.7741,-52.1652,-48.5188,-28.1249,-30.0322,-6.6331,9.3784,
3.8773,9.715,13.4448,12.4867,-20.1602,-47.5879,-4.7141,-5.8371,-54.5787,-32.833,-12.3374,-26.0609,4.1292,5.6822,
0.5116,5.0348,8.5407,9.0864,-22.0836,-58.8327,-0.81584,-18.2613,-52.5093,-44.963,-21.8408,-33.8973,-0.21634,-4.0587,
-0.48365,8.1069,7.5457,14.8075,-16.9024,-69.4027,-0.28472,-15.2377,-49.8409,-42.8681,-19.0843,-28.0073,-0.68552,1.9696,
4.607,13.1641,12.6365,18.4988,-14.2011,-79.3385,-5.3293,-2.9952,-52.876,-26.196,-6.6111,-23.6755,8.2737,4.9845,
-0.97179,8.9996,5.6121,13.5322,-15.2774,-83.0141,1.7391,-16.9155,-60.3085,-38.7243,-20.3144,-36.355,-2.8278,0.34732,
2.9431,7.0136,3.8293,10.3104,-17.2526,-86.228,0.67067,-21.0825,-65.849,-49.175,-27.6519,-39.3556,-1.694,-5.9403,
1.5612,10.2082,9.6251,16.6812,-16.4589,-78.4032,6.656,-23.433,-65.0313,-54.6604,-34.9109,-42.5379,-7.6179,-7.753,
7.0112,19.4776,18.4476,26.0447,-8.9634,-67.6735,14.2108,-16.9653,-63.7808,-51.6218,-35.9493,-34.9242,-4.0278,1.6298,
6.3493,13.7294,8.9048,17.9743,-10.595,-74.4591,0.58349,-9.9216,-65.9795,-42.4989,-25.3564,-33.0697,-2.0987,-3.0471,
7.8966,17.7264,10.7807,29.4293,-3.6923,-59.8684,13.5644,-11.7364,-52.3797,-47.1796,-32.5121,-24.8185,-3.4191,8.223,
4.5305,6.5397,6.7596,20.4325,-16.4864,-70.3763,4.0732,-12.9607,-63.2165,-38.5642,-31.5255,-30.0783,-0.32162,-2.3935,
-2.731,-0.36042,1.7745,10.7706,-20.0768,-73.5051,2.1418,-19.1731,-57.7362,-40.8299,-27.947,-37.6736,1.8671,-13.0964,
-8.8339,2.5535,-0.26038,11.0885,-19.8363,-71.0229,5.8694,-20.9146,-51.8619,-42.2365,-23.8598,-29.1465,-0.65531,-11.8285,
-5.8937,-3.8662,-2.173,6.0848,-22.0205,-74.9565,1.1789,-13.8751,-61.2835,-34.3999,-17.1255,-26.4336,-0.13406,-18.3496,
2.1729,2.1501,3.2598,17.7711,-9.6118,-56.3591,15.2082,-14.971,-53.7501,-45.3513,-29.5956,-30.6324,1.8024,-8.0898,
-0.84999,2.9854,-0.30974,13.8123,-18.1942,-57.9185,9.8369,-14.0728,-64.6251,-41.6661,-26.8555,-38.9173,2.1762,-12.9066,
0.88823,5.4574,0.43174,16.599,-14.9334,-58.0588,13.826,-12.9874,-62.7963,-39.4071,-26.4495,-37.7876,1.8047,-10.9274,
13.3687,17.6637,12.9396,29.703,0.062643,-40.4753,27.0964,-3.5313,-47.4591,-35.5965,-27.7548,-22.5047,4.5887,3.8283,
7.7458,13.2294,9.2707,26.3541,0.90227,-40.5776,26.7964,-2.8375,-57.6272,-35.3891,-24.1613,-26.9392,2.3852,-4.2347,
6.7991,20.6303,11.6065,31.0398,4.7045,-24.043,31.9371,-7.4875,-54.6515,-45.3168,-31.8707,-28.6973,7.5447,-2.0524,
9.0425,17.2236,9.705,31.8288,0.80706,-26.8182,25.9237,-1.0125,-65.4724,-37.5361,-29.7172,-26.7343,10.7072,1.2044,
9.946,16.6719,12.9793,32.8113,3.169,-25.6913,32.0808,-1.9158,-66.485,-35.2842,-28.8983,-25.1302,7.6544,0.16763,
7.6618,22.1793,14.3695,34.4578,9.4866,-19.0884,41.4844,-9.7549,-59.8448,-42.0852,-37.5285,-24.8277,0.68744,0.39877,
8.1664,13.6177,9.169,25.1595,2.6504,-32.0431,26.9438,-0.97486,-65.4132,-28.9548,-23.2257,-27.6764,6.9132,-11.6763,
5.2661,7.0163,1.3883,23.1683,2.9735,-33.8562,34.0045,-9.5932,-62.4523,-41.3175,-35.9322,-34.2105,6.0162,-12.4217,
4.4679,9.0052,-1.5878,21.2955,1.831,-30.379,34.3741,-10.4641,-64.9721,-41.6105,-37.5124,-31.1942,6.6193,-9.7489,
2.0307,14.4909,2.6053,22.6694,3.4084,-24.9406,31.1068,-3.3283,-63.2427,-33.0879,-31.1638,-29.0811,8.8737,-11.3327,
-0.26054,15.7904,0.76153,26.853,5.3733,-18.8647,35.2658,-6.2619,-61.6175,-45.2026,-43.0325,-33.8442,5.2076,-8.0018,
6.2628,13.6379,-0.97116,23.0725,0.9533,-30.0251,28.0884,0.62152,-70.2128,-33.6931,-29.1222,-28.6803,12.3672,-14.9933,
2.5128,18.1225,0.53314,28.9187,1.8602,-19.5467,35.0799,-8.0926,-68.8923,-39.8664,-39.4262,-26.4773,4.8765,-15.0578,
7.1823,27.64,4.3575,37.3065,1.7486,-12.1074,33.939,-4.715,-63.3127,-30.726,-38.0249,-21.0325,3.6195,-4.5134,
12.2952,27.1866,3.8549,32.8992,-1.4896,-16.9245,25.8773,0.1474,-62.1653,-23.8208,-29.7176,-22.9038,6.5356,-8.8221,
7.2189,29.412,6.5163,35.7457,1.974,-4.8218,38.4247,-4.2,-63.7378,-36.4915,-39.504,-23.9397,2.7693,-8.2925,
7.027,27.8881,6.3661,30.9497,0.65051,-10.5581,32.3831,0.14959,-74.0135,-36.8329,-29.6617,-25.1547,4.2901,-11.8926,
3.7129,26.2148,2.1277,30.0565,5.9141,-9.4427,34.7789,-7.5722,-70.6575,-43.2998,-39.9335,-29.43,-1.7519,-8.7689,
0.35683,25.847,2.7232,31.3869,3.8718,-7.1889,36.3073,-3.5026,-70.5154,-39.0146,-41.6347,-23.5668,0.040693,-5.1095,
2.0227,24.5371,3.7647,29.2622,-0.93978,-10.8551,30.5135,6.1075,-66.5255,-29.2019,-29.2549,-16.6092,8.9559,-8.9003,
-0.99077,24.0292,-2.7277,31.3633,2.0087,-6.3472,35.9135,-1.9717,-57.2313,-41.5498,-39.5504,-19.469,1.6701,-7.4019,
3.166,25.239,-1.3588,30.6868,0.68332,-5.243,31.5895,9.9572,-63.1974,-31.4643,-23.0774,-18.5416,8.0778,-10.0913,
